"ID","Date","Site","Collection","Mooring.Code","Sampling.Interval","SFLA_count","SFLA_settlement_rate","year","Site.Code","julian","depth_cat","temp_c","oxy_mgl","oxy_mll"
"2019_211_ORF",2019-07-30,"CF",3,"CF04",11,0,0,2019,"ORF",211,"mid",8.763916667,NA,NA
"2019_211_ORF",2019-07-30,"CF",4,"CF05",11,2,0.181818182,2019,"ORF",211,"mid",8.763916667,NA,NA
"2019_211_ORF",2019-07-30,"CF",2,"CF06",11,1,0.090909091,2019,"ORF",211,"mid",8.763916667,NA,NA
"2019_211_ORF",2019-07-30,"CF",1,"CF03",11,2,0.181818182,2019,"ORF",211,"mid",8.763916667,NA,NA
"2019_221_RR",2019-08-09,"RR",1,"RR01",18,0,0,2019,"RR",221,"mid",10.08366667,NA,NA
"2019_221_RR",2019-08-09,"RR",2,"RR01",18,1,0.055555556,2019,"RR",221,"mid",10.08366667,NA,NA
"2019_221_RR",2019-08-09,"RR",3,"RR03",18,0,0,2019,"RR",221,"mid",10.08366667,NA,NA
"2019_221_RR",2019-08-09,"RR",4,"RR04",18,0,0,2019,"RR",221,"mid",10.08366667,NA,NA
"2019_221_RRH",2019-08-09,"HH",1,"HH01",18,0,0,2019,"RRH",221,"mid",10.090125,NA,NA
"2019_221_RRH",2019-08-09,"HH",2,"HH02",18,0,0,2019,"RRH",221,"mid",10.090125,NA,NA
"2019_221_RRH",2019-08-09,"HH",3,"HH03",18,0,0,2019,"RRH",221,"mid",10.090125,NA,NA
"2019_221_RRH",2019-08-09,"HH",4,"HH04",18,0,0,2019,"RRH",221,"mid",10.090125,NA,NA
"2019_228_OR",2019-08-16,"OR",1,"OR02",17,0,0,2019,"OR",228,NA,NA,NA,NA
"2019_228_OR",2019-08-16,"OR",4,"OR07",17,0,0,2019,"OR",228,NA,NA,NA,NA
"2019_228_OR",2019-08-16,"OR",2,"OR01",17,0,0,2019,"OR",228,NA,NA,NA,NA
"2019_228_OR",2019-08-16,"OR",3,"OR05",17,0,0,2019,"OR",228,NA,NA,NA,NA
"2019_228_ORF",2019-08-16,"CF",2,"CF06",17,0,0,2019,"ORF",228,"mid",9.391791667,NA,NA
"2019_228_ORF",2019-08-16,"CF",3,"CF04",17,0,0,2019,"ORF",228,"mid",9.391791667,NA,NA
"2019_228_ORF",2019-08-16,"CF",4,"CF05",17,0,0,2019,"ORF",228,"mid",9.391791667,NA,NA
"2019_228_ORF",2019-08-16,"CF",1,"CF03",17,0,0,2019,"ORF",228,"mid",9.391791667,NA,NA
"2019_241_OR",2019-08-29,"OR",1,"OR02",13,0,0,2019,"OR",241,NA,NA,NA,NA
"2019_241_OR",2019-08-29,"OR",4,"OR07",13,0,0,2019,"OR",241,NA,NA,NA,NA
"2019_241_OR",2019-08-29,"OR",2,"OR01",13,0,0,2019,"OR",241,NA,NA,NA,NA
"2019_241_OR",2019-08-29,"OR",3,"OR05",13,0,0,2019,"OR",241,NA,NA,NA,NA
"2019_241_ORF",2019-08-29,"CF",1,"CF03",13,0,0,2019,"ORF",241,"mid",9.894625,NA,NA
"2019_241_ORF",2019-08-29,"CF",2,"CF06",13,0,0,2019,"ORF",241,"mid",9.894625,NA,NA
"2019_241_ORF",2019-08-29,"CF",3,"CF04",13,0,0,2019,"ORF",241,"mid",9.894625,NA,NA
"2019_241_ORF",2019-08-29,"CF",4,"CF05",13,0,0,2019,"ORF",241,"mid",9.894625,NA,NA
"2019_242_RR",2019-08-30,"RR",1,"RR01",21,0,0,2019,"RR",242,"mid",12.28258333,NA,NA
"2019_242_RR",2019-08-30,"RR",2,"RR02",21,0,0,2019,"RR",242,"mid",12.28258333,NA,NA
"2019_242_RR",2019-08-30,"RR",3,"RR03",21,0,0,2019,"RR",242,"mid",12.28258333,NA,NA
"2019_242_RR",2019-08-30,"RR",4,"RR04",21,0,0,2019,"RR",242,"mid",12.28258333,NA,NA
"2019_242_RRH",2019-08-30,"HH",1,"HH01",21,0,0,2019,"RRH",242,"mid",12.656375,NA,NA
"2019_242_RRH",2019-08-30,"HH",2,"HH02",21,0,0,2019,"RRH",242,"mid",12.656375,NA,NA
"2019_242_RRH",2019-08-30,"HH",3,"HH03",21,0,0,2019,"RRH",242,"mid",12.656375,NA,NA
"2019_242_RRH",2019-08-30,"HH",4,"HH04",21,0,0,2019,"RRH",242,"mid",12.656375,NA,NA
"2019_255_OR",2019-09-12,"OR",1,"OR02",14,0,0,2019,"OR",255,NA,NA,NA,NA
"2019_255_OR",2019-09-12,"OR",2,"OR01",14,0,0,2019,"OR",255,NA,NA,NA,NA
"2019_255_OR",2019-09-12,"OR",3,"OR05",14,0,0,2019,"OR",255,NA,NA,NA,NA
"2019_255_OR",2019-09-12,"OR",4,"OR07",14,0,0,2019,"OR",255,NA,NA,NA,NA
"2019_255_ORF",2019-09-12,"CF",3,"CF04",14,0,0,2019,"ORF",255,NA,NA,NA,NA
"2019_255_ORF",2019-09-12,"CF",4,"CF05",14,0,0,2019,"ORF",255,NA,NA,NA,NA
"2019_255_ORF",2019-09-12,"CF",2,"CF06",14,0,0,2019,"ORF",255,NA,NA,NA,NA
"2019_255_ORF",2019-09-12,"CF",1,"CF03",14,0,0,2019,"ORF",255,NA,NA,NA,NA
"2019_257_RR",2019-09-14,"RR",1,"RR01",15,0,0,2019,"RR",257,"mid",11.32470833,NA,NA
"2019_257_RR",2019-09-14,"RR",2,"RR01",15,0,0,2019,"RR",257,"mid",11.32470833,NA,NA
"2019_257_RR",2019-09-14,"RR",3,"RR03",15,0,0,2019,"RR",257,"mid",11.32470833,NA,NA
"2019_257_RR",2019-09-14,"RR",4,"RR04",15,0,0,2019,"RR",257,"mid",11.32470833,NA,NA
"2019_257_RRH",2019-09-14,"HH",1,"HH01",15,0,0,2019,"RRH",257,"mid",11.37670833,NA,NA
"2019_257_RRH",2019-09-14,"HH",2,"HH02",15,0,0,2019,"RRH",257,"mid",11.37670833,NA,NA
"2019_257_RRH",2019-09-14,"HH",3,"HH03",15,0,0,2019,"RRH",257,"mid",11.37670833,NA,NA
"2019_257_RRH",2019-09-14,"HH",4,"HH04",15,0,0,2019,"RRH",257,"mid",11.37670833,NA,NA
"2021_152_OR",2021-06-01,"OR",4,"OR07",13,0,0,2021,"OR",152,"mid",8.860375,NA,NA
"2021_152_OR",2021-06-01,"OR",2,"OR01",13,0,0,2021,"OR",152,"mid",8.860375,NA,NA
"2021_152_OR",2021-06-01,"OR",1,"OR02",13,0,0,2021,"OR",152,"mid",8.860375,NA,NA
"2021_152_OR",2021-06-01,"OR",3,"OR05",13,0,0,2021,"OR",152,"mid",8.860375,NA,NA
"2021_152_ORF",2021-06-01,"CF",1,"CF03",13,0,0,2021,"ORF",152,"mid",8.45225,NA,NA
"2021_152_ORF",2021-06-01,"CF",2,"CF06",13,0,0,2021,"ORF",152,"mid",8.45225,NA,NA
"2021_152_ORF",2021-06-01,"CF",4,"CF05",13,0,0,2021,"ORF",152,"mid",8.45225,NA,NA
"2021_152_ORF",2021-06-01,"CF",3,"CF04",13,0,0,2021,"ORF",152,"mid",8.45225,NA,NA
"2021_161_OR",2021-06-10,"OR",1,"OR02",9,0,0,2021,"OR",161,"mid",12.756,NA,NA
"2021_161_OR",2021-06-10,"OR",2,"OR01",9,0,0,2021,"OR",161,"mid",12.756,NA,NA
"2021_161_OR",2021-06-10,"OR",4,"OR07",9,0,0,2021,"OR",161,"mid",12.756,NA,NA
"2021_161_OR",2021-06-10,"OR",3,"OR05",9,1,0.111111111,2021,"OR",161,"mid",12.756,NA,NA
"2021_161_ORF",2021-06-10,"CF",2,"CF06",9,0,0,2021,"ORF",161,"mid",12.50825,NA,NA
"2021_161_ORF",2021-06-10,"CF",1,"CF03",9,0,0,2021,"ORF",161,"mid",12.50825,NA,NA
"2021_161_ORF",2021-06-10,"CF",3,"CF04",9,0,0,2021,"ORF",161,"mid",12.50825,NA,NA
"2021_161_ORF",2021-06-10,"CF",4,"CF05",9,0,0,2021,"ORF",161,"mid",12.50825,NA,NA
"2021_174_OR",2021-06-23,"OR",3,"OR05",13,4,0.307692308,2021,"OR",174,"mid",8.717875,NA,NA
"2021_174_OR",2021-06-23,"OR",2,"OR01",13,2,0.153846154,2021,"OR",174,"mid",8.717875,NA,NA
"2021_174_OR",2021-06-23,"OR",1,"OR02",13,0,0,2021,"OR",174,"mid",8.717875,NA,NA
"2021_174_OR",2021-06-23,"OR",4,"OR07",13,0,0,2021,"OR",174,"mid",8.717875,NA,NA
"2021_174_ORF",2021-06-23,"CF",2,"CF06",13,3,0.230769231,2021,"ORF",174,"mid",8.611875,NA,NA
"2021_174_ORF",2021-06-23,"CF",3,"CF04",13,0,0,2021,"ORF",174,"mid",8.611875,NA,NA
"2021_174_ORF",2021-06-23,"CF",1,"CF03",13,0,0,2021,"ORF",174,"mid",8.611875,NA,NA
"2021_174_ORF",2021-06-23,"CF",4,"CF05",13,0,0,2021,"ORF",174,"mid",8.611875,NA,NA
"2021_188_OR",2021-07-07,"OR",4,"OR07",14,2,0.142857143,2021,"OR",188,"mid",9.140291667,NA,NA
"2021_188_OR",2021-07-07,"OR",3,"OR05",14,10,0.714285714,2021,"OR",188,"mid",9.140291667,NA,NA
"2021_188_OR",2021-07-07,"OR",2,"OR01",14,12,0.857142857,2021,"OR",188,"mid",9.140291667,NA,NA
"2021_188_OR",2021-07-07,"OR",1,"OR02",14,15,1.071428571,2021,"OR",188,"mid",9.140291667,NA,NA
"2021_188_ORF",2021-07-07,"CF",1,"CF03",14,12,0.857142857,2021,"ORF",188,"mid",9.039125,NA,NA
"2021_188_ORF",2021-07-07,"CF",4,"CF05",14,11,0.785714286,2021,"ORF",188,"mid",9.039125,NA,NA
"2021_188_ORF",2021-07-07,"CF",2,"CF06",14,3,0.214285714,2021,"ORF",188,"mid",9.039125,NA,NA
"2021_188_ORF",2021-07-07,"CF",3,"CF04",14,12,0.857142857,2021,"ORF",188,"mid",9.039125,NA,NA
"2021_202_OR",2021-07-21,"OR",1,"OR02",14,1,0.071428571,2021,"OR",202,"mid",8.565833333,NA,NA
"2021_202_OR",2021-07-21,"OR",4,"OR07",14,4,0.285714286,2021,"OR",202,"mid",8.565833333,NA,NA
"2021_202_OR",2021-07-21,"OR",2,"OR01",14,2,0.142857143,2021,"OR",202,"mid",8.565833333,NA,NA
"2021_202_OR",2021-07-21,"OR",3,"OR05",14,4,0.285714286,2021,"OR",202,"mid",8.565833333,NA,NA
"2021_202_ORF",2021-07-21,"CF",1,"CF03",14,6,0.428571429,2021,"ORF",202,"mid",8.51375,NA,NA
"2021_202_ORF",2021-07-21,"CF",4,"CF05",14,8,0.571428571,2021,"ORF",202,"mid",8.51375,NA,NA
"2021_202_ORF",2021-07-21,"CF",2,"CF06",14,2,0.142857143,2021,"ORF",202,"mid",8.51375,NA,NA
"2021_202_ORF",2021-07-21,"CF",3,"CF04",14,2,0.142857143,2021,"ORF",202,"mid",8.51375,NA,NA
"2021_217_ORF",2021-08-05,"CF",2,"CF06",15,1,0.066666667,2021,"ORF",217,"mid",8.037541667,NA,NA
"2021_217_ORF",2021-08-05,"CF",1,"CF03",15,1,0.066666667,2021,"ORF",217,"mid",8.037541667,NA,NA
"2021_217_ORF",2021-08-05,"CF",4,"CF05",15,0,0,2021,"ORF",217,"mid",8.037541667,NA,NA
"2021_217_ORF",2021-08-05,"CF",3,"CF04",15,0,0,2021,"ORF",217,"mid",8.037541667,NA,NA
"2021_237_OR",2021-08-25,"OR",1,"OR02",20,0,0,2021,"OR",237,"mid",8.92925,NA,NA
"2021_237_OR",2021-08-25,"OR",2,"OR01",20,0,0,2021,"OR",237,"mid",8.92925,NA,NA
"2021_237_OR",2021-08-25,"OR",4,"OR07",20,0,0,2021,"OR",237,"mid",8.92925,NA,NA
"2021_237_OR",2021-08-25,"OR",3,"OR05",20,0,0,2021,"OR",237,"mid",8.92925,NA,NA
"2021_237_ORF",2021-08-25,"CF",1,"CF03",20,0,0,2021,"ORF",237,"mid",9.035,NA,NA
"2021_237_ORF",2021-08-25,"CF",2,"CF06",20,0,0,2021,"ORF",237,"mid",9.035,NA,NA
"2021_237_ORF",2021-08-25,"CF",4,"CF05",20,0,0,2021,"ORF",237,"mid",9.035,NA,NA
"2021_237_ORF",2021-08-25,"CF",3,"CF04",20,0,0,2021,"ORF",237,"mid",9.035,NA,NA
"2022_173_OR",2022-06-22,"OR",2,"OR01",14,0,0,2022,"OR",173,"mid",8.186333333,NA,NA
"2022_173_OR",2022-06-22,"OR",1,"OR02",14,0,0,2022,"OR",173,"mid",8.186333333,NA,NA
"2022_173_OR",2022-06-22,"OR",3,"OR05",14,0,0,2022,"OR",173,"mid",8.186333333,NA,NA
"2022_173_OR",2022-06-22,"OR",4,"OR07",14,0,0,2022,"OR",173,"mid",8.186333333,NA,NA
"2022_173_ORF",2022-06-22,"CF",4,"CF05",14,0,0,2022,"ORF",173,"mid",8.119708333,NA,NA
"2022_173_ORF",2022-06-22,"CF",2,"CF06",14,0,0,2022,"ORF",173,"mid",8.119708333,NA,NA
"2022_173_ORF",2022-06-22,"CF",3,"CF04",14,0,0,2022,"ORF",173,"mid",8.119708333,NA,NA
"2022_173_ORF",2022-06-22,"CF",1,"CF03",14,0,0,2022,"ORF",173,"mid",8.119708333,NA,NA
"2022_187_OR",2022-07-06,"OR",4,"OR07",14,0,0,2022,"OR",187,"mid",10.49929167,NA,NA
"2022_187_OR",2022-07-06,"OR",3,"OR05",14,1,0.071428571,2022,"OR",187,"mid",10.49929167,NA,NA
"2022_187_OR",2022-07-06,"OR",1,"OR02",14,0,0,2022,"OR",187,"mid",10.49929167,NA,NA
"2022_187_OR",2022-07-06,"OR",2,"OR01",14,0,0,2022,"OR",187,"mid",10.49929167,NA,NA
"2022_187_ORF",2022-07-06,"CF",4,"CF05",14,0,0,2022,"ORF",187,"mid",10.05283333,NA,NA
"2022_187_ORF",2022-07-06,"CF",1,"CF03",14,0,0,2022,"ORF",187,"mid",10.05283333,NA,NA
"2022_187_ORF",2022-07-06,"CF",2,"CF06",14,0,0,2022,"ORF",187,"mid",10.05283333,NA,NA
"2022_187_ORF",2022-07-06,"CF",3,"CF04",14,0,0,2022,"ORF",187,"mid",10.05283333,NA,NA
"2022_196_RR",2022-07-15,"RR",1,"RR04",17,1,0.058823529,2022,"RR",196,"mid",9.6575,NA,NA
"2022_196_RR",2022-07-15,"RR",2,"RR03",17,2,0.117647059,2022,"RR",196,"mid",9.6575,NA,NA
"2022_196_RR",2022-07-15,"RR",3,"RR02",17,0,0,2022,"RR",196,"mid",9.6575,NA,NA
"2022_196_RR",2022-07-15,"RR",4,"RR01",17,3,0.176470588,2022,"RR",196,"mid",9.6575,NA,NA
"2022_196_RRH",2022-07-15,"HH",1,"HH04",17,2,0.117647059,2022,"RRH",196,"mid",9.776708333,NA,NA
"2022_196_RRH",2022-07-15,"HH",2,"HH03",17,1,0.058823529,2022,"RRH",196,"mid",9.776708333,NA,NA
"2022_196_RRH",2022-07-15,"HH",3,"HH02",17,0,0,2022,"RRH",196,"mid",9.776708333,NA,NA
"2022_196_RRH",2022-07-15,"HH",4,"HH01",17,0,0,2022,"RRH",196,"mid",9.776708333,NA,NA
"2022_201_OR",2022-07-20,"OR",2,"OR01",14,4,0.285714286,2022,"OR",201,"mid",8.66825,NA,NA
"2022_201_OR",2022-07-20,"OR",1,"OR02",14,0,0,2022,"OR",201,"mid",8.66825,NA,NA
"2022_201_OR",2022-07-20,"OR",3,"OR05",14,0,0,2022,"OR",201,"mid",8.66825,NA,NA
"2022_201_OR",2022-07-20,"OR",4,"OR07",14,3,0.214285714,2022,"OR",201,"mid",8.66825,NA,NA
"2022_201_ORF",2022-07-20,"CF",2,"CF06",14,0,0,2022,"ORF",201,"mid",8.49125,NA,NA
"2022_201_ORF",2022-07-20,"CF",1,"CF03",14,2,0.142857143,2022,"ORF",201,"mid",8.49125,NA,NA
"2022_201_ORF",2022-07-20,"CF",3,"CF04",14,0,0,2022,"ORF",201,"mid",8.49125,NA,NA
"2022_201_ORF",2022-07-20,"CF",4,"CF05",14,0,0,2022,"ORF",201,"mid",8.49125,NA,NA
"2022_208_RR",2022-07-27,"RR",1,"RR01",12,0,0,2022,"RR",208,"mid",10.61754167,NA,NA
"2022_208_RR",2022-07-27,"RR",2,"RR03",12,0,0,2022,"RR",208,"mid",10.61754167,NA,NA
"2022_208_RR",2022-07-27,"RR",3,"RR02",12,0,0,2022,"RR",208,"mid",10.61754167,NA,NA
"2022_208_RR",2022-07-27,"RR",4,"RR01",12,0,0,2022,"RR",208,"mid",10.61754167,NA,NA
"2022_208_RRH",2022-07-27,"HH",1,"HH04",12,0,0,2022,"RRH",208,"mid",11.59566667,NA,NA
"2022_208_RRH",2022-07-27,"HH",2,"HH03",12,0,0,2022,"RRH",208,"mid",11.59566667,NA,NA
"2022_208_RRH",2022-07-27,"HH",3,"HH02",12,0,0,2022,"RRH",208,"mid",11.59566667,NA,NA
"2022_208_RRH",2022-07-27,"HH",4,"HH01",12,0,0,2022,"RRH",208,"mid",11.59566667,NA,NA
"2022_213_OR",2022-08-01,"OR",2,"OR01",12,0,0,2022,"OR",213,"mid",9.483083333,NA,NA
"2022_213_OR",2022-08-01,"OR",1,"OR02",12,0,0,2022,"OR",213,"mid",9.483083333,NA,NA
"2022_213_OR",2022-08-01,"OR",3,"OR05",12,0,0,2022,"OR",213,"mid",9.483083333,NA,NA
"2022_213_OR",2022-08-01,"OR",4,"OR07",12,0,0,2022,"OR",213,"mid",9.483083333,NA,NA
"2022_213_ORF",2022-08-01,"CF",3,"CF04",12,0,0,2022,"ORF",213,"mid",9.260166667,NA,NA
"2022_213_ORF",2022-08-01,"CF",2,"CF06",12,0,0,2022,"ORF",213,"mid",9.260166667,NA,NA
"2022_213_ORF",2022-08-01,"CF",1,"CF03",12,0,0,2022,"ORF",213,"mid",9.260166667,NA,NA
"2022_213_ORF",2022-08-01,"CF",4,"CF05",12,0,0,2022,"ORF",213,"mid",9.260166667,NA,NA
"2022_221_RR",2022-08-09,"RR",1,"RR04",13,0,0,2022,"RR",221,"mid",11.64075,NA,NA
"2022_221_RR",2022-08-09,"RR",2,"RR03",13,0,0,2022,"RR",221,"mid",11.64075,NA,NA
"2022_221_RR",2022-08-09,"RR",3,"RR02",13,0,0,2022,"RR",221,"mid",11.64075,NA,NA
"2022_221_RR",2022-08-09,"RR",4,"RR01",13,0,0,2022,"RR",221,"mid",11.64075,NA,NA
"2022_221_RRH",2022-08-09,"HH",1,"HH04",13,0,0,2022,"RRH",221,"mid",12.08245833,NA,NA
"2022_221_RRH",2022-08-09,"HH",2,"HH03",13,0,0,2022,"RRH",221,"mid",12.08245833,NA,NA
"2022_221_RRH",2022-08-09,"HH",3,"HH02",13,0,0,2022,"RRH",221,"mid",12.08245833,NA,NA
"2022_221_RRH",2022-08-09,"HH",4,"HH01",13,0,0,2022,"RRH",221,"mid",12.08245833,NA,NA
"2022_229_OR",2022-08-17,"OR",2,"OR01",16,0,0,2022,"OR",229,"mid",10.702375,NA,NA
"2022_229_OR",2022-08-17,"OR",3,"OR05",16,0,0,2022,"OR",229,"mid",10.702375,NA,NA
"2022_229_OR",2022-08-17,"OR",1,"OR02",16,0,0,2022,"OR",229,"mid",10.702375,NA,NA
"2022_229_OR",2022-08-17,"OR",4,"OR07",16,0,0,2022,"OR",229,"mid",10.702375,NA,NA
"2022_229_ORF",2022-08-17,"CF",2,"CF06",16,0,0,2022,"ORF",229,"mid",9.959833333,NA,NA
"2022_229_ORF",2022-08-17,"CF",3,"CF04",16,0,0,2022,"ORF",229,"mid",9.959833333,NA,NA
"2022_229_ORF",2022-08-17,"CF",1,"CF03",16,0,0,2022,"ORF",229,"mid",9.959833333,NA,NA
"2022_229_ORF",2022-08-17,"CF",4,"CF05",16,0,0,2022,"ORF",229,"mid",9.959833333,NA,NA
"2022_242_RR",2022-08-30,"RR",1,"RR01",21,0,0,2022,"RR",242,"mid",9.58475,NA,NA
"2022_242_RR",2022-08-30,"RR",2,"RR02",21,0,0,2022,"RR",242,"mid",9.58475,NA,NA
"2022_242_RR",2022-08-30,"RR",3,"RR03",21,0,0,2022,"RR",242,"mid",9.58475,NA,NA
"2022_242_RR",2022-08-30,"RR",4,"RR04",21,0,0,2022,"RR",242,"mid",9.58475,NA,NA
"2022_242_RRH",2022-08-30,"HH",1,"HH01",21,0,0,2022,"RRH",242,"mid",10.10179167,NA,NA
"2022_242_RRH",2022-08-30,"HH",2,"HH02",21,0,0,2022,"RRH",242,"mid",10.10179167,NA,NA
"2022_242_RRH",2022-08-30,"HH",3,"HH03",21,0,0,2022,"RRH",242,"mid",10.10179167,NA,NA
"2022_242_RRH",2022-08-30,"HH",4,"HH04",21,0,0,2022,"RRH",242,"mid",10.10179167,NA,NA
"2022_243_OR",2022-08-31,"OR",3,"OR05",14,0,0,2022,"OR",243,"mid",10.734875,NA,NA
"2022_243_OR",2022-08-31,"OR",2,"OR01",14,0,0,2022,"OR",243,"mid",10.734875,NA,NA
"2022_243_OR",2022-08-31,"OR",4,"OR07",14,0,0,2022,"OR",243,"mid",10.734875,NA,NA
"2022_243_OR",2022-08-31,"OR",1,"OR02",14,0,0,2022,"OR",243,"mid",10.734875,NA,NA
"2022_243_ORF",2022-08-31,"CF",4,"CF05",14,0,0,2022,"ORF",243,"mid",10.454,NA,NA
"2022_243_ORF",2022-08-31,"CF",3,"CF04",14,0,0,2022,"ORF",243,"mid",10.454,NA,NA
"2022_243_ORF",2022-08-31,"CF",1,"CF03",14,0,0,2022,"ORF",243,"mid",10.454,NA,NA
"2022_243_ORF",2022-08-31,"CF",2,"CF06",14,0,0,2022,"ORF",243,"mid",10.454,NA,NA
"2022_257_OR",2022-09-14,"OR",3,"OR05",14,0,0,2022,"OR",257,NA,NA,NA,NA
"2022_257_OR",2022-09-14,"OR",2,"OR01",14,0,0,2022,"OR",257,NA,NA,NA,NA
"2022_257_OR",2022-09-14,"OR",1,"OR02",14,0,0,2022,"OR",257,NA,NA,NA,NA
"2022_257_OR",2022-09-14,"OR",4,"OR07",14,0,0,2022,"OR",257,NA,NA,NA,NA
"2022_257_ORF",2022-09-14,"CF",4,"CF05",14,0,0,2022,"ORF",257,NA,NA,NA,NA
"2022_257_ORF",2022-09-14,"CF",3,"CF04",14,0,0,2022,"ORF",257,NA,NA,NA,NA
"2022_257_ORF",2022-09-14,"CF",2,"CF06",14,0,0,2022,"ORF",257,NA,NA,NA,NA
"2022_257_ORF",2022-09-14,"CF",1,"CF03",14,0,0,2022,"ORF",257,NA,NA,NA,NA
"2022_257_RR",2022-09-14,"RR",1,"RR01",15,0,0,2022,"RR",257,"mid",10.52091667,NA,NA
"2022_257_RR",2022-09-14,"RR",2,"RR02",15,0,0,2022,"RR",257,"mid",10.52091667,NA,NA
"2022_257_RR",2022-09-14,"RR",3,"RR03",15,0,0,2022,"RR",257,"mid",10.52091667,NA,NA
"2022_257_RR",2022-09-14,"RR",4,"RR04",15,0,0,2022,"RR",257,"mid",10.52091667,NA,NA
"2022_257_RRH",2022-09-14,"HH",1,"HH01",15,0,0,2022,"RRH",257,"mid",10.89954167,NA,NA
"2022_257_RRH",2022-09-14,"HH",2,"HH02",15,0,0,2022,"RRH",257,"mid",10.89954167,NA,NA
"2022_257_RRH",2022-09-14,"HH",3,"HH03",15,0,0,2022,"RRH",257,"mid",10.89954167,NA,NA
"2022_257_RRH",2022-09-14,"HH",4,"HH04",15,0,0,2022,"RRH",257,"mid",10.89954167,NA,NA
"2023_140_OR",2023-05-20,"OR",2,"OR01",15,0,0,2023,"OR",140,"mid",10.66129167,NA,NA
"2023_140_OR",2023-05-20,"OR",1,"OR02",15,1,0.066666667,2023,"OR",140,"mid",10.66129167,NA,NA
"2023_140_OR",2023-05-20,"OR",3,"OR05",15,0,0,2023,"OR",140,"mid",10.66129167,NA,NA
"2023_140_OR",2023-05-20,"OR",4,"OR07",15,1,0.066666667,2023,"OR",140,"mid",10.66129167,NA,NA
"2023_140_ORF",2023-05-20,"CF",2,"CF03",15,0,0,2023,"ORF",140,"mid",10.26208333,NA,NA
"2023_140_ORF",2023-05-20,"CF",3,"CF04",15,0,0,2023,"ORF",140,"mid",10.26208333,NA,NA
"2023_140_ORF",2023-05-20,"CF",1,"CF06",15,0,0,2023,"ORF",140,"mid",10.26208333,NA,NA
"2023_140_ORF",2023-05-20,"CF",4,"CF05",15,0,0,2023,"ORF",140,"mid",10.26208333,NA,NA
"2023_161_OR",2023-06-10,"OR",3,"OR05",21,0,0,2023,"OR",161,"mid",9.546625,NA,NA
"2023_161_OR",2023-06-10,"OR",1,"OR02",21,0,0,2023,"OR",161,"mid",9.546625,NA,NA
"2023_161_OR",2023-06-10,"OR",2,"OR01",21,0,0,2023,"OR",161,"mid",9.546625,NA,NA
"2023_161_OR",2023-06-10,"OR",4,"OR07",21,1,0.047619048,2023,"OR",161,"mid",9.546625,NA,NA
"2023_161_ORF",2023-06-10,"CF",3,"CF04",21,0,0,2023,"ORF",161,"mid",9.483375,NA,NA
"2023_161_ORF",2023-06-10,"CF",1,"CF03",21,3,0.142857143,2023,"ORF",161,"mid",9.483375,NA,NA
"2023_161_ORF",2023-06-10,"CF",2,"CF06",21,1,0.047619048,2023,"ORF",161,"mid",9.483375,NA,NA
"2023_161_ORF",2023-06-10,"CF",4,"CF05",21,0,0,2023,"ORF",161,"mid",9.483375,NA,NA
"2023_175_OR",2023-06-24,"OR",2,"OR01",14,1,0.071428571,2023,"OR",175,"mid",8.539125,NA,NA
"2023_175_OR",2023-06-24,"OR",3,"OR05",14,3,0.214285714,2023,"OR",175,"mid",8.539125,NA,NA
"2023_175_OR",2023-06-24,"OR",4,"OR07",14,2,0.142857143,2023,"OR",175,"mid",8.539125,NA,NA
"2023_175_OR",2023-06-24,"OR",1,"OR02",14,7,0.5,2023,"OR",175,"mid",8.539125,NA,NA
"2023_175_ORF",2023-06-24,"CF",2,"CF06",14,1,0.071428571,2023,"ORF",175,"mid",8.451833333,NA,NA
"2023_175_ORF",2023-06-24,"CF",3,"CF04",14,2,0.142857143,2023,"ORF",175,"mid",8.451833333,NA,NA
"2023_175_ORF",2023-06-24,"CF",4,"CF05",14,0,0,2023,"ORF",175,"mid",8.451833333,NA,NA
"2023_175_ORF",2023-06-24,"CF",1,"CF03",14,13,0.928571429,2023,"ORF",175,"mid",8.451833333,NA,NA
"2023_179_RR",2023-06-28,"RR",1,"RR01",14,12,0.880952381,2023,"RR",179,"mid",8.917666667,NA,NA
"2023_179_RR",2023-06-28,"RR",2,"RR02",14,6,0.392857143,2023,"RR",179,"mid",8.917666667,NA,NA
"2023_179_RR",2023-06-28,"RR",3,"RR03",14,24,1.678571429,2023,"RR",179,"mid",8.917666667,NA,NA
"2023_179_RR",2023-06-28,"RR",4,"RR04",14,9,0.642857143,2023,"RR",179,"mid",8.917666667,NA,NA
"2023_179_RRH",2023-06-28,"HH",1,"HH01",14,14,1,2023,"RRH",179,"mid",9.666208333,NA,NA
"2023_179_RRH",2023-06-28,"HH",2,"HH02",14,14,0.985714286,2023,"RRH",179,"mid",9.666208333,NA,NA
"2023_179_RRH",2023-06-28,"HH",3,"HH03",14,11,0.803571429,2023,"RRH",179,"mid",9.666208333,NA,NA
"2023_179_RRH",2023-06-28,"HH",4,"HH04",14,14,1.023809524,2023,"RRH",179,"mid",9.666208333,NA,NA
"2023_189_OR",2023-07-08,"OR",2,"OR01",14,4,0.285714286,2023,"OR",189,"mid",9.257,NA,NA
"2023_189_OR",2023-07-08,"OR",3,"OR05",14,1,0.071428571,2023,"OR",189,"mid",9.257,NA,NA
"2023_189_OR",2023-07-08,"OR",4,"OR07",14,5,0.357142857,2023,"OR",189,"mid",9.257,NA,NA
