"","fitted_LFO","var","year","Y_Rec","sd","residual_LFO","Type","fitted_LOO","residuals_loo"
"163",-0.0609533415323631,"BeutiTUMIpjuv",2001,-0.0174897,0.249959,0.0434636415323631,"fitted",-0.0965291837982428,0.0790394837982428
"164",-0.080838929868577,"BeutiTUMIpjuv",2002,-0.508487,0.287332,-0.427648070131423,"fitted",-0.123024987281043,-0.385462012718957
"165",0.000636866499551889,"BeutiTUMIpjuv",2003,-0.288797,0.242626,-0.289433866499552,"fitted",-0.0144656299887795,-0.274331370011221
"166",-0.000421667793648335,"BeutiTUMIpjuv",2004,-0.0738993,0.202608,-0.0734776322063517,"fitted",-0.0158760341537345,-0.0580232658462655
"167",0.00317122086848064,"BeutiTUMIpjuv",2005,-0.92342,0.306746,-0.926591220868481,"fitted",-0.0110888249288322,-0.912331175071168
"168",-0.0411690880414864,"BeutiTUMIpjuv",2006,0.261821,0.160438,0.302990088041486,"fitted",-0.0701684001150523,0.331989400115052
"169",-0.01975989345553,"BeutiTUMIpjuv",2007,-0.806397,0.288319,-0.78663710654447,"fitted",-0.0416425248490886,-0.764754475150911
"170",-0.102789865193955,"BeutiTUMIpjuv",2008,0.399459,0.171487,0.502248865193955,"fitted",-0.152272684599085,0.551731684599085
"171",-0.062639772229407,"BeutiTUMIpjuv",2009,-0.76894,0.307697,-0.706300227770593,"fitted",-0.0987762048861064,-0.670163795113893
"172",-0.0285618276005087,"BeutiTUMIpjuv",2010,0.474934,0.225107,0.503495827600509,"fitted",-0.0533703306061362,0.528304330606136
"173",0.00826991195568744,"CutiTUMIpjuv",1994,0.3713,0.207673,0.363030088044313,"fitted",-0.0371200289922276,0.408420028992228
"174",0.0217907747103186,"CutiTUMIpjuv",1995,0.294065,0.216216,0.272274225289681,"fitted",-0.0332589544606888,0.327323954460689
"175",-0.00595221561140803,"CutiTUMIpjuv",1996,-0.300866,0.299939,-0.294913784388592,"fitted",-0.0411813596576501,-0.25968464034235
