lon,lat,dist_shore_km,Water_land
-125.8333,37.0833,268.073,Fully in water
-125.8333,37,271.829,Fully in water
-125.8333,36.9167,275.844,Fully in water
-125.8333,36.8333,280.107,Fully in water
-125.8333,36.75,284.606,Fully in water
-125.8333,36.6667,289.33,Fully in water
-125.8333,36.5833,294.27,Fully in water
-125.8333,36.5,299.413,Fully in water
-125.8333,36.4167,304.75,Fully in water
-125.8333,36.3333,310.271,Fully in water
-125.8333,36.25,315.965,Fully in water
-125.8333,36.1667,321.821,Fully in water
-125.8333,36.0833,327.83,Fully in water
-125.8333,36,333.987,Fully in water
-125.8333,35.9167,337.995,Fully in water
-125.8333,35.8333,342.13,Fully in water
-125.8333,35.75,346.461,Fully in water
-125.8333,35.6667,350.983,Fully in water
-125.8333,35.5833,355.655,Fully in water
-125.8333,35.5,360.493,Fully in water
-125.8333,35.4167,365.501,Fully in water
-125.8333,35.3333,370.671,Fully in water
-125.8333,35.25,374.034,Fully in water
-125.8333,35.1667,377.208,Fully in water
-125.8333,35.0833,380.579,Fully in water
-125.8333,35,384.143,Fully in water
-125.8333,34.9167,387.894,Fully in water
-125.8333,34.8333,391.827,Fully in water
-125.8333,34.75,395.937,Fully in water
-125.8333,34.6667,400.218,Fully in water
-125.8333,34.5833,404.661,Fully in water
-125.8333,34.5,409.262,Fully in water
-125.8333,34.4167,414.017,Fully in water
-125.8333,34.3333,418.922,Fully in water
-125.8333,34.25,423.972,Fully in water
-125.8333,34.1667,429.162,Fully in water
-125.8333,34.0833,434.485,Fully in water
-125.8333,34,439.939,Fully in water
-125.8333,33.9167,445.517,Fully in water
-125.8333,33.8333,451.215,Fully in water
-125.8333,33.75,457.029,Fully in water
-125.8333,33.6667,462.954,Fully in water
-125.8333,33.5833,468.986,Fully in water
-125.8333,33.5,475.121,Fully in water
-125.8333,33.4167,481.356,Fully in water
-125.8333,33.3333,487.685,Fully in water
-125.8333,33.25,494.106,Fully in water
-125.8333,33.1667,500.615,Fully in water
-125.8333,33.0833,506.823,Fully in water
-125.8333,33,510.604,Fully in water
-125.8333,32.9167,514.056,Fully in water
-125.8333,32.8333,517.615,Fully in water
-125.8333,32.75,520.289,Fully in water
-125.8333,32.6667,523.112,Fully in water
-125.8333,32.5833,526.081,Fully in water
-125.8333,32.5,529.195,Fully in water
-125.8333,32.4167,532.451,Fully in water
-125.8333,32.3333,535.846,Fully in water
-125.8333,32.25,539.377,Fully in water
-125.8333,32.1667,543.043,Fully in water
-125.8333,32.0833,546.84,Fully in water
-125.8333,32,550.765,Fully in water
-125.8333,31.9167,554.816,Fully in water
-125.8333,31.8333,558.99,Fully in water
-125.8333,31.75,563.285,Fully in water
-125.8333,31.6667,567.697,Fully in water
-125.8333,31.5833,572.224,Fully in water
-125.8333,31.5,576.863,Fully in water
-125.8333,31.4167,581.611,Fully in water
-125.8333,31.3333,586.466,Fully in water
-125.8333,31.25,591.425,Fully in water
-125.8333,31.1667,596.486,Fully in water
-125.8333,31.0833,601.646,Fully in water
-125.8333,31,606.902,Fully in water
-125.6667,48,71.643,Fully in water
-125.75,48,77.67,Fully in water
-125.6667,47.75,77.693,Fully in water
-125.75,47.75,83.648,Fully in water
-125.6667,47.5,88.871,Fully in water
-125.75,47.5,94.297,Fully in water
-125.6667,47.4167,93.865,Fully in water
-125.75,47.4167,99.105,Fully in water
-125.6667,47.1667,103.947,Fully in water
-125.75,47.1667,110.087,Fully in water
-125.6667,46.9167,113.177,Fully in water
-125.75,46.9167,118.914,Fully in water
-125.6667,46.6667,117.575,Fully in water
-125.75,46.6667,123.749,Fully in water
-125.6667,46.5833,120.285,Fully in water
-125.75,46.5833,126.336,Fully in water
-125.6667,46.3333,121.7,Fully in water
-125.75,46.3333,128.11,Fully in water
-125.6667,46.0833,123.616,Fully in water
-125.75,46.0833,129.96,Fully in water
-125.6667,46,125.619,Fully in water
-125.75,46,131.878,Fully in water
-125.6667,45.75,130.892,Fully in water
-125.75,45.75,137.374,Fully in water
-125.6667,45.5,130.969,Fully in water
-125.75,45.5,137.434,Fully in water
-125.6667,45.4167,130.127,Fully in water
-125.75,45.4167,136.64,Fully in water
-125.6667,45.1667,130.38,Fully in water
-125.75,45.1667,136.908,Fully in water
-125.6667,44.9167,126.588,Fully in water
-125.75,44.9167,133.14,Fully in water
-125.6667,44.6667,125.718,Fully in water
-125.75,44.6667,132.325,Fully in water
-125.6667,44.4167,124.545,Fully in water
-125.75,44.4167,131.151,Fully in water
-125.6667,44.3333,123.929,Fully in water
-125.75,44.3333,130.57,Fully in water
-125.6667,44.0833,122.69,Fully in water
-125.75,44.0833,129.358,Fully in water
-125.6667,43.8333,117.479,Fully in water
-125.75,43.8333,123.442,Fully in water
-125.6667,43.75,113.326,Fully in water
-125.75,43.75,119.439,Fully in water
-125.6667,43.5,104.605,Fully in water
-125.75,43.5,111.225,Fully in water
-125.6667,43.25,100.41,Fully in water
-125.75,43.25,106.515,Fully in water
-125.6667,43.1667,96.634,Fully in water
-125.75,43.1667,102.963,Fully in water
-125.6667,42.9167,90.139,Fully in water
-125.75,42.9167,96.918,Fully in water
-125.6667,42.6667,91.927,Fully in water
-125.75,42.6667,98.609,Fully in water
-125.6667,42.5833,94.342,Fully in water
-125.75,42.5833,100.88,Fully in water
-125.6667,42.3333,101.564,Fully in water
-125.75,42.3333,108.432,Fully in water
-125.6667,42.0833,105.197,Fully in water
-125.75,42.0833,111.895,Fully in water
-125.6667,42,107.302,Fully in water
-125.75,42,113.967,Fully in water
-125.6667,41.5833,119.308,Fully in water
-125.75,41.5833,126.147,Fully in water
-125.6667,41.5,121.338,Fully in water
-125.75,41.5,128.076,Fully in water
-125.6667,41.25,126.611,Fully in water
-125.75,41.25,133.571,Fully in water
-125.6667,41,120.359,Fully in water
-125.75,41,126.797,Fully in water
-125.6667,40.9167,116.735,Fully in water
-125.75,40.9167,123.272,Fully in water
-125.6667,40.6667,109.036,Fully in water
-125.75,40.6667,115.922,Fully in water
-125.6667,40.4167,106.46,Fully in water
-125.75,40.4167,113.529,Fully in water
-125.6667,40.3333,107.167,Fully in water
-125.75,40.3333,114.2,Fully in water
-125.6667,39.9167,117.392,Fully in water
-125.75,39.9167,124.135,Fully in water
-125.6667,39.8333,120.78,Fully in water
-125.75,39.8333,127.351,Fully in water
-125.6667,39.75,124.763,Fully in water
-125.75,39.75,131.142,Fully in water
-125.6667,39.3333,151.692,Fully in water
-125.75,39.3333,157.046,Fully in water
-125.6667,39.25,158.095,Fully in water
-125.75,39.25,163.257,Fully in water
-125.6667,39,163.422,Fully in water
-125.75,39,170.427,Fully in water
-125.6667,38.75,168.411,Fully in water
-125.75,38.75,175.581,Fully in water
-125.6667,38.6667,170.007,Fully in water
-125.75,38.6667,177.12,Fully in water
-125.6667,38.4167,177.478,Fully in water
-125.75,38.4167,184.373,Fully in water
-125.6667,38.1667,188.353,Fully in water
-125.75,38.1667,194.886,Fully in water
-125.6667,38.0833,192.731,Fully in water
-125.75,38.0833,199.127,Fully in water
-125.6667,37.8333,207.79,Fully in water
-125.75,37.8333,213.756,Fully in water
-125.6667,37.5833,225.272,Fully in water
-125.75,37.5833,230.805,Fully in water
-125.6667,37.5,231.355,Fully in water
-125.75,37.5,236.936,Fully in water
-125.6667,37.0833,254.499,Fully in water
-125.75,37.0833,261.27,Fully in water
-125.6667,37,258.437,Fully in water
-125.75,37,265.115,Fully in water
-125.6667,36.9167,262.642,Fully in water
-125.75,36.9167,269.223,Fully in water
-125.6667,36.5,287.229,Fully in water
-125.75,36.5,293.291,Fully in water
-125.6667,36.4167,292.775,Fully in water
-125.75,36.4167,298.731,Fully in water
-125.6667,36.1667,310.459,Fully in water
-125.75,36.1667,316.104,Fully in water
-125.6667,35.9167,324.519,Fully in water
-125.75,35.9167,331.242,Fully in water
-125.6667,35.8333,328.809,Fully in water
-125.75,35.8333,335.452,Fully in water
-125.6667,35.5833,342.777,Fully in water
-125.75,35.5833,349.195,Fully in water
-125.6667,35.3333,356.685,Fully in water
-125.75,35.3333,363.868,Fully in water
-125.6667,35.25,359.759,Fully in water
-125.75,35.25,366.889,Fully in water
-125.6667,34.8333,378.153,Fully in water
-125.75,34.8333,384.977,Fully in water
-125.6667,34.75,382.396,Fully in water
-125.75,34.75,389.152,Fully in water
-125.6667,34.6667,386.81,Fully in water
-125.75,34.6667,393.5,Fully in water
-125.6667,34.25,411.271,Fully in water
-125.75,34.25,417.601,Fully in water
-125.6667,34.1667,416.606,Fully in water
-125.75,34.1667,422.862,Fully in water
-125.6667,34.0833,422.076,Fully in water
-125.75,34.0833,428.258,Fully in water
-125.6667,33.6667,451.269,Fully in water
-125.75,33.6667,457.086,Fully in water
-125.6667,33.5833,457.444,Fully in water
-125.75,33.5833,463.188,Fully in water
-125.6667,33.5,463.72,Fully in water
-125.75,33.5,469.394,Fully in water
-125.6667,33.1667,488.799,Fully in water
-125.75,33.1667,495.126,Fully in water
-125.6667,33.0833,492.745,Fully in water
-125.75,33.0833,500.014,Fully in water
-125.6667,33,496.135,Fully in water
-125.75,33,503.362,Fully in water
-125.6667,32.5833,511.327,Fully in water
-125.75,32.5833,518.698,Fully in water
-125.6667,32.5,514.516,Fully in water
-125.75,32.5,521.849,Fully in water
-125.6667,32.4167,517.85,Fully in water
-125.75,32.4167,525.144,Fully in water
-125.75,32,543.671,Fully in water
-125.75,31.9167,547.768,Fully in water
-125.75,31.8333,551.989,Fully in water
-125.75,31.75,556.331,Fully in water
-125.75,31.6667,560.792,Fully in water
-125.75,31.5833,565.368,Fully in water
-125.6667,31.5,563.275,Fully in water
-125.75,31.5,570.056,Fully in water
-125.75,31.4167,574.855,Fully in water
-125.75,31.3333,579.76,Fully in water
-125.75,31.25,584.77,Fully in water
-125.75,31.1667,589.882,Fully in water
-125.75,31.0833,595.093,Fully in water
-125.75,31,600.401,Fully in water
-125.5833,48,65.648,Fully in water
-125.5833,47.9167,67.78,Fully in water
-125.5833,47.8333,69.195,Fully in water
-125.5833,47.75,71.785,Fully in water
-125.5833,47.6667,74.989,Fully in water
-125.5833,47.5833,78.848,Fully in water
-125.5833,47.5,83.534,Fully in water
-125.5833,47.4167,88.701,Fully in water
-125.5833,47.3333,94.252,Fully in water
-125.5833,47.25,95.722,Fully in water
-125.5833,47.1667,97.789,Fully in water
-125.5833,47.0833,100.31,Fully in water
-125.5833,47,103.561,Fully in water
-125.5833,46.9167,107.318,Fully in water
-125.5833,46.8333,107.911,Fully in water
-125.5833,46.75,109.289,Fully in water
-125.5833,46.6667,111.422,Fully in water
-125.5833,46.5833,114.269,Fully in water
-125.5833,46.5,116.835,Fully in water
-125.5833,46.4167,116.106,Fully in water
-125.5833,46.3333,115.29,Fully in water
-125.5833,46.25,115.216,Fully in water
-125.5833,46.1667,115.884,Fully in water
-125.5833,46.0833,117.282,Fully in water
-125.5833,46,119.377,Fully in water
-125.5833,45.9167,122.123,Fully in water
-125.5833,45.8333,123.95,Fully in water
-125.5833,45.75,124.41,Fully in water
-125.5833,45.6667,124.989,Fully in water
-125.5833,45.5833,125.985,Fully in water
-125.5833,45.5,124.511,Fully in water
-125.5833,45.4167,123.616,Fully in water
-125.5833,45.3333,123.395,Fully in water
-125.5833,45.25,123.868,Fully in water
-125.5833,45.1667,123.856,Fully in water
-125.5833,45.0833,122.795,Fully in water
-125.5833,45,121.072,Fully in water
-125.5833,44.9167,120.034,Fully in water
-125.5833,44.8333,119.457,Fully in water
-125.5833,44.75,119.291,Fully in water
-125.5833,44.6667,119.11,Fully in water
-125.5833,44.5833,119.422,Fully in water
-125.5833,44.5,119.125,Fully in water
-125.5833,44.4167,117.944,Fully in water
-125.5833,44.3333,117.289,Fully in water
-125.5833,44.25,116.876,Fully in water
-125.5833,44.1667,116.34,Fully in water
-125.5833,44.0833,116.023,Fully in water
-125.5833,44,115.319,Fully in water
-125.5833,43.9167,114.017,Fully in water
-125.5833,43.8333,111.603,Fully in water
-125.5833,43.75,107.288,Fully in water
-125.5833,43.6667,103.46,Fully in water
-125.5833,43.5833,100.342,Fully in water
-125.5833,43.5,98.004,Fully in water
-125.5833,43.4167,96.492,Fully in water
-125.5833,43.3333,95.823,Fully in water
-125.5833,43.25,94.398,Fully in water
-125.5833,43.1667,90.373,Fully in water
-125.5833,43.0833,87.123,Fully in water
-125.5833,43,84.764,Fully in water
-125.5833,42.9167,83.364,Fully in water
-125.5833,42.8333,82.977,Fully in water
-125.5833,42.75,83.618,Fully in water
-125.5833,42.6667,85.266,Fully in water
-125.5833,42.5833,87.844,Fully in water
-125.5833,42.5,91.261,Fully in water
-125.5833,42.4167,94.321,Fully in water
-125.5833,42.3333,94.696,Fully in water
-125.5833,42.25,95.136,Fully in water
-125.5833,42.1667,96.431,Fully in water
-125.5833,42.0833,98.43,Fully in water
-125.5833,42,100.666,Fully in water
-125.5833,41.9167,103.684,Fully in water
-125.5833,41.8333,106.119,Fully in water
-125.5833,41.75,109.147,Fully in water
-125.5833,41.6667,111.073,Fully in water
-125.5833,41.5833,112.482,Fully in water
-125.5833,41.5,114.624,Fully in water
-125.5833,41.4167,117.458,Fully in water
-125.5833,41.3333,120.871,Fully in water
-125.5833,41.25,119.655,Fully in water
-125.5833,41.1667,119.129,Fully in water
-125.5833,41.0833,117.514,Fully in water
-125.5833,41,113.872,Fully in water
-125.5833,40.9167,110.235,Fully in water
-125.5833,40.8333,106.905,Fully in water
-125.5833,40.75,104.254,Fully in water
-125.5833,40.6667,102.173,Fully in water
-125.5833,40.5833,100.406,Fully in water
-125.5833,40.5,99.472,Fully in water
-125.5833,40.4167,99.391,Fully in water
-125.5833,40.3333,100.139,Fully in water
-125.5833,40.25,101.726,Fully in water
-125.5833,40.1667,104.115,Fully in water
-125.5833,40.0833,105.627,Fully in water
-125.5833,40,107.795,Fully in water
-125.5833,39.9167,110.696,Fully in water
-125.5833,39.8333,114.274,Fully in water
-125.5833,39.75,118.468,Fully in water
-125.5833,39.6667,123.215,Fully in water
-125.5833,39.5833,128.454,Fully in water
-125.5833,39.5,134.127,Fully in water
-125.5833,39.4167,140.16,Fully in water
-125.5833,39.3333,146.477,Fully in water
-125.5833,39.25,151.704,Fully in water
-125.5833,39.1667,152.738,Fully in water
-125.5833,39.0833,154.321,Fully in water
-125.5833,39,156.435,Fully in water
-125.5833,38.9167,159.002,Fully in water
-125.5833,38.8333,160.108,Fully in water
-125.5833,38.75,161.247,Fully in water
-125.5833,38.6667,162.905,Fully in water
-125.5833,38.5833,165.065,Fully in water
-125.5833,38.5,167.708,Fully in water
-125.5833,38.4167,170.612,Fully in water
-125.5833,38.3333,173.957,Fully in water
-125.5833,38.25,177.72,Fully in water
-125.5833,38.1667,181.876,Fully in water
-125.5833,38.0833,186.399,Fully in water
-125.5833,38,191.262,Fully in water
-125.5833,37.9167,196.441,Fully in water
-125.5833,37.8333,201.91,Fully in water
-125.5833,37.75,207.648,Fully in water
-125.5833,37.6667,213.631,Fully in water
-125.5833,37.5833,219.75,Fully in water
-125.5833,37.5,225.822,Fully in water
-125.5833,37.4167,232.103,Fully in water
-125.5833,37.3333,237.408,Fully in water
-125.5833,37.25,240.553,Fully in water
-125.5833,37.1667,244.009,Fully in water
-125.5833,37.0833,247.762,Fully in water
-125.5833,37,251.798,Fully in water
-125.5833,36.9167,256.105,Fully in water
-125.5833,36.8333,260.668,Fully in water
-125.5833,36.75,265.475,Fully in water
-125.5833,36.6667,270.513,Fully in water
-125.5833,36.5833,275.769,Fully in water
-125.5833,36.5,281.23,Fully in water
-125.5833,36.4167,286.886,Fully in water
-125.5833,36.3333,292.72,Fully in water
-125.5833,36.25,298.724,Fully in water
-125.5833,36.1667,304.889,Fully in water
-125.5833,36.0833,309.73,Fully in water
-125.5833,36,313.67,Fully in water
-125.5833,35.9167,317.829,Fully in water
-125.5833,35.8333,322.201,Fully in water
-125.5833,35.75,326.767,Fully in water
-125.5833,35.6667,331.491,Fully in water
-125.5833,35.5833,336.402,Fully in water
-125.5833,35.5,341.493,Fully in water
-125.5833,35.4167,346.606,Fully in water
-125.5833,35.3333,349.517,Fully in water
-125.5833,35.25,352.646,Fully in water
-125.5833,35.1667,355.987,Fully in water
-125.5833,35.0833,359.535,Fully in water
-125.5833,35,363.284,Fully in water
-125.5833,34.9167,367.227,Fully in water
-125.5833,34.8333,371.357,Fully in water
-125.5833,34.75,375.67,Fully in water
-125.5833,34.6667,380.152,Fully in water
-125.5833,34.5833,384.803,Fully in water
-125.5833,34.5,389.618,Fully in water
-125.5833,34.4167,394.59,Fully in water
-125.5833,34.3333,399.714,Fully in water
-125.5833,34.25,404.984,Fully in water
-125.5833,34.1667,410.394,Fully in water
-125.5833,34.0833,415.939,Fully in water
-125.5833,34,421.614,Fully in water
-125.5833,33.9167,427.413,Fully in water
-125.5833,33.8333,433.331,Fully in water
-125.5833,33.75,439.364,Fully in water
-125.5833,33.6667,445.506,Fully in water
-125.5833,33.5833,451.754,Fully in water
-125.5833,33.5,458.103,Fully in water
-125.5833,33.4167,464.549,Fully in water
-125.5833,33.3333,471.088,Fully in water
-125.5833,33.25,477.104,Fully in water
-125.5833,33.1667,482.208,Fully in water
-125.5833,33.0833,485.489,Fully in water
-125.5833,33,488.923,Fully in water
-125.5833,32.9167,492.506,Fully in water
-125.5833,32.8333,495.188,Fully in water
-125.5833,32.75,497.96,Fully in water
-125.5833,32.6667,500.887,Fully in water
-125.5833,32.5833,503.967,Fully in water
-125.5833,32.5,507.195,Fully in water
-125.5833,32.4167,510.57,Fully in water
-125.5833,32.3333,514.089,Fully in water
-125.5833,32.25,517.749,Fully in water
-125.5833,32.1667,521.546,Fully in water
-125.5833,32.0833,525.478,Fully in water
-125.5833,32,529.542,Fully in water
-125.6667,32,536.597,Fully in water
-125.5833,31.9167,533.734,Fully in water
-125.6667,31.9167,540.741,Fully in water
-125.5833,31.8333,538.052,Fully in water
-125.6667,31.8333,545.01,Fully in water
-125.5833,31.75,542.493,Fully in water
-125.6667,31.75,549.4,Fully in water
-125.5833,31.6667,547.053,Fully in water
-125.6667,31.6667,553.91,Fully in water
-125.5833,31.5833,551.731,Fully in water
-125.6667,31.5833,558.536,Fully in water
-125.5833,31.5,556.521,Fully in water
-125.5833,31.4167,561.423,Fully in water
-125.6667,31.4167,568.125,Fully in water
-125.5833,31.3333,566.433,Fully in water
-125.6667,31.3333,573.082,Fully in water
-125.5833,31.25,571.548,Fully in water
-125.6667,31.25,578.144,Fully in water
-125.5833,31.1667,576.765,Fully in water
-125.6667,31.1667,583.308,Fully in water
-125.5833,31.0833,582.081,Fully in water
-125.6667,31.0833,588.572,Fully in water
-125.5833,31,587.494,Fully in water
-125.6667,31,593.931,Fully in water
-125.5,48,59.698,Fully in water
-125.5,47.9167,61.577,Fully in water
-125.5,47.8333,63.121,Fully in water
-125.5,47.75,65.938,Fully in water
-125.5,47.6667,69.2,Fully in water
-125.5,47.5833,73.355,Fully in water
-125.5,47.5,78.262,Fully in water
-125.5,47.4167,83.631,Fully in water
-125.5,47.3333,88.01,Fully in water
-125.5,47.25,89.535,Fully in water
-125.5,47.1667,91.651,Fully in water
-125.5,47.0833,94.314,Fully in water
-125.5,47,97.756,Fully in water
-125.5,46.9167,100.971,Fully in water
-125.5,46.8333,101.591,Fully in water
-125.5,46.75,103.044,Fully in water
-125.5,46.6667,105.294,Fully in water
-125.5,46.5833,108.293,Fully in water
-125.5,46.5,110.514,Fully in water
-125.5,46.4167,109.755,Fully in water
-125.5,46.3333,108.882,Fully in water
-125.5,46.25,108.793,Fully in water
-125.5,46.1667,109.49,Fully in water
-125.5,46.0833,110.959,Fully in water
-125.5,46,113.158,Fully in water
-125.5,45.9167,116.041,Fully in water
-125.5,45.8333,117.512,Fully in water
-125.5,45.75,117.928,Fully in water
-125.5,45.6667,118.529,Fully in water
-125.5,45.5833,119.5,Fully in water
-125.5,45.5,118.059,Fully in water
-125.5,45.4167,117.107,Fully in water
-125.5,45.3333,116.863,Fully in water
-125.5,45.25,117.352,Fully in water
-125.5,45.1667,117.334,Fully in water
-125.5,45.0833,116.402,Fully in water
-125.5,45,114.58,Fully in water
-125.5,44.9167,113.473,Fully in water
-125.5,44.8333,112.875,Fully in water
-125.5,44.75,112.704,Fully in water
-125.5,44.6667,112.503,Fully in water
-125.5,44.5833,112.822,Fully in water
-125.5,44.5,112.498,Fully in water
-125.5,44.4167,111.347,Fully in water
-125.5,44.3333,110.649,Fully in water
-125.5,44.25,110.254,Fully in water
-125.5,44.1667,109.676,Fully in water
-125.5,44.0833,109.358,Fully in water
-125.5,44,108.675,Fully in water
-125.5,43.9167,107.501,Fully in water
-125.5,43.8333,105.66,Fully in water
-125.5,43.75,101.306,Fully in water
-125.5,43.6667,97.267,Fully in water
-125.5,43.5833,93.935,Fully in water
-125.5,43.5,91.423,Fully in water
-125.5,43.4167,89.796,Fully in water
-125.5,43.3333,89.067,Fully in water
-125.5,43.25,87.731,Fully in water
-125.5,43.1667,84.189,Fully in water
-125.5,43.0833,80.687,Fully in water
-125.5,43,78.124,Fully in water
-125.5,42.9167,76.595,Fully in water
-125.5,42.8333,76.164,Fully in water
-125.5,42.75,76.853,Fully in water
-125.5,42.6667,78.634,Fully in water
-125.5,42.5833,81.4,Fully in water
-125.5,42.5,84.886,Fully in water
-125.5,42.4167,87.466,Fully in water
-125.5,42.3333,87.828,Fully in water
-125.5,42.25,88.29,Fully in water
-125.5,42.1667,89.675,Fully in water
-125.5,42.0833,91.68,Fully in water
-125.5,42,94.068,Fully in water
-125.5,41.9167,97.062,Fully in water
-125.5,41.8333,99.509,Fully in water
-125.5,41.75,102.724,Fully in water
-125.5,41.6667,104.178,Fully in water
-125.5,41.5833,105.671,Fully in water
-125.5,41.5,107.939,Fully in water
-125.5,41.4167,110.935,Fully in water
-125.5,41.3333,114.002,Fully in water
-125.5,41.25,112.703,Fully in water
-125.5,41.1667,112.138,Fully in water
-125.5,41.0833,111.161,Fully in water
-125.5,41,107.39,Fully in water
-125.5,40.9167,103.807,Fully in water
-125.5,40.8333,100.288,Fully in water
-125.5,40.75,97.448,Fully in water
-125.5,40.6667,95.338,Fully in water
-125.5,40.5833,93.433,Fully in water
-125.5,40.5,92.42,Fully in water
-125.5,40.4167,92.323,Fully in water
-125.5,40.3333,93.118,Fully in water
-125.5,40.25,94.814,Fully in water
-125.5,40.1667,97.175,Fully in water
-125.5,40.0833,98.663,Fully in water
-125.5,40,100.971,Fully in water
-125.5,39.9167,104.054,Fully in water
-125.5,39.8333,107.844,Fully in water
-125.5,39.75,112.271,Fully in water
-125.5,39.6667,117.262,Fully in water
-125.5,39.5833,122.748,Fully in water
-125.5,39.5,128.659,Fully in water
-125.5,39.4167,134.884,Fully in water
-125.5,39.3333,141.43,Fully in water
-125.5,39.25,144.536,Fully in water
-125.5,39.1667,145.612,Fully in water
-125.5,39.0833,147.263,Fully in water
-125.5,39,149.469,Fully in water
-125.5,38.9167,152.04,Fully in water
-125.5,38.8333,152.906,Fully in water
-125.5,38.75,154.09,Fully in water
-125.5,38.6667,155.815,Fully in water
-125.5,38.5833,158.064,Fully in water
-125.5,38.5,160.764,Fully in water
-125.5,38.4167,163.78,Fully in water
-125.5,38.3333,167.253,Fully in water
-125.5,38.25,171.156,Fully in water
-125.5,38.1667,175.461,Fully in water
-125.5,38.0833,180.137,Fully in water
-125.5,38,185.158,Fully in water
-125.5,37.9167,190.496,Fully in water
-125.5,37.8333,196.124,Fully in water
-125.5,37.75,202.02,Fully in water
-125.5,37.6667,208.154,Fully in water
-125.5,37.5833,214.172,Fully in water
-125.5,37.5,220.392,Fully in water
-125.5,37.4167,226.818,Fully in water
-125.5,37.3333,230.429,Fully in water
-125.5,37.25,233.661,Fully in water
-125.5,37.1667,237.21,Fully in water
-125.5,37.0833,241.061,Fully in water
-125.5,37,245.2,Fully in water
-125.5,36.9167,249.613,Fully in water
-125.5,36.8333,254.286,Fully in water
-125.5,36.75,259.205,Fully in water
-125.5,36.6667,264.355,Fully in water
-125.5,36.5833,269.724,Fully in water
-125.5,36.5,275.299,Fully in water
-125.5,36.4167,281.067,Fully in water
-125.5,36.3333,287.01,Fully in water
-125.5,36.25,293.124,Fully in water
-125.5,36.1667,299.123,Fully in water
-125.5,36.0833,302.912,Fully in water
-125.5,36,306.932,Fully in water
-125.5,35.9167,311.174,Fully in water
-125.5,35.8333,315.631,Fully in water
-125.5,35.75,320.262,Fully in water
-125.5,35.6667,325.074,Fully in water
-125.5,35.5833,330.073,Fully in water
-125.5,35.5,335.253,Fully in water
-125.5,35.4167,339.4,Fully in water
-125.5,35.3333,342.364,Fully in water
-125.5,35.25,345.551,Fully in water
-125.5,35.1667,348.953,Fully in water
-125.5,35.0833,352.564,Fully in water
-125.5,35,356.379,Fully in water
-125.5,34.9167,360.39,Fully in water
-125.5,34.8333,364.591,Fully in water
-125.5,34.75,368.974,Fully in water
-125.5,34.6667,373.529,Fully in water
-125.5,34.5833,378.254,Fully in water
-125.5,34.5,383.145,Fully in water
-125.5,34.4167,388.194,Fully in water
-125.5,34.3333,393.395,Fully in water
-125.5,34.25,398.742,Fully in water
-125.5,34.1667,404.229,Fully in water
-125.5,34.0833,409.852,Fully in water
-125.5,34,415.603,Fully in water
-125.5,33.9167,421.479,Fully in water
-125.5,33.8333,427.473,Fully in water
-125.5,33.75,433.582,Fully in water
-125.5,33.6667,439.8,Fully in water
-125.5,33.5833,446.122,Fully in water
-125.5,33.5,452.544,Fully in water
-125.5,33.4167,459.063,Fully in water
-125.5,33.3333,465.436,Fully in water
-125.5,33.25,470.79,Fully in water
-125.5,33.1667,474.923,Fully in water
-125.5,33.0833,478.248,Fully in water
-125.5,33,481.726,Fully in water
-125.5,32.9167,485.081,Fully in water
-125.5,32.8333,487.729,Fully in water
-125.5,32.75,490.536,Fully in water
-125.5,32.6667,493.5,Fully in water
-125.5,32.5833,496.618,Fully in water
-125.5,32.5,499.888,Fully in water
-125.5,32.4167,503.305,Fully in water
-125.5,32.3333,506.867,Fully in water
-125.5,32.25,510.572,Fully in water
-125.5,32.1667,514.416,Fully in water
-125.5,32.0833,518.395,Fully in water
-125.5,32,522.507,Fully in water
-125.5,31.9167,526.749,Fully in water
-125.5,31.8333,531.118,Fully in water
-125.5,31.75,535.61,Fully in water
-125.5,31.6667,540.222,Fully in water
-125.5,31.5833,544.951,Fully in water
-125.5,31.5,549.795,Fully in water
-125.5,31.4167,554.75,Fully in water
-125.5,31.3333,559.814,Fully in water
-125.5,31.25,564.983,Fully in water
-125.5,31.1667,570.254,Fully in water
-125.5,31.0833,575.624,Fully in water
-125.5,31,581.09,Fully in water
-125.4167,48,53.807,Fully in water
-125.4167,47.9167,55.378,Fully in water
-125.4167,47.8333,57.079,Fully in water
-125.4167,47.75,60.103,Fully in water
-125.4167,47.6667,63.497,Fully in water
-125.4167,47.5833,67.992,Fully in water
-125.4167,47.5,73.093,Fully in water
-125.4167,47.4167,78.726,Fully in water
-125.4167,47.3333,81.776,Fully in water
-125.4167,47.25,83.365,Fully in water
-125.4167,47.1667,85.538,Fully in water
-125.4167,47.0833,88.362,Fully in water
-125.4167,47,92.013,Fully in water
-125.4167,46.9167,94.625,Fully in water
-125.4167,46.8333,95.276,Fully in water
-125.4167,46.75,96.813,Fully in water
-125.4167,46.6667,99.196,Fully in water
-125.4167,46.5833,102.363,Fully in water
-125.4167,46.5,104.123,Fully in water
-125.4167,46.4167,103.412,Fully in water
-125.4167,46.3333,102.475,Fully in water
-125.4167,46.25,102.37,Fully in water
-125.4167,46.1667,103.101,Fully in water
-125.4167,46.0833,104.65,Fully in water
-125.4167,46,106.964,Fully in water
-125.4167,45.9167,110.001,Fully in water
-125.4167,45.8333,111.077,Fully in water
-125.4167,45.75,111.445,Fully in water
-125.4167,45.6667,112.071,Fully in water
